,Distance,Altitude,tcasii ft ra clb tfc atc dscnt visual acr ta,acr sector radar issu ctlr separ error hold sep zbw,acr twr rwi turn apch downwind deg tcasii final hdg,aircraft traffic tower acr runway approach pilot ra downwind flight,sma smt hdg deg apch clock vfr atc tca 12,sma ra rptr tcasii pattern acft radar acr final reveal,apch pvd ctl il ra vector aircraft rwi mht tower,ft sma acr 10000 9000 mht glider class 4000 3000,sma acft dep ft 5000 deg 7000 6000 bo hdg,clb dep visual twr separ mht zbw maintain sector sma,deg hdg mht airspac tcasii class ra glider turn sma,rptr smt dep twr tcasii depart ash callback ra ft,smt b737 dscnt rptr mht pattern visual glider mlt clb,rptr acft jet twr visual vfr told b737 sight acr,twr mlt 11000 9000 ltt contact bdl 10000 pvd told,dep clb flt plane boston tca msl 10000 thi acr,dep mht jet rwi airspac class evas ash depart glider,smt rwi po cessna pvd mi separ ft target jet,bdl b737 vfr dscnt dep clb airspac smt issu ctl,pvd action atc ctlr evas dep 4000 tcasii dsnding turn
0,-0.2145508598155501,-0.6403366915826721,-0.3637133965292209,-0.08888448521636638,-0.08192430216523454,-0.002304925460545203,0.5357923652209343,0.44284194303988755,-0.17561898239511825,0.08153132721562899,0.34865214145642875,-0.040388813594518666,0.1650914969363819,-0.3752221743382441,0.005535051504278006,0.020988257643810036,0.00035932621097165934,0.14330867303644615,0.002155108460884278,-0.009734508013954377,0.1245305474921619,0.06760927858713782
1,0.23794687640755147,-0.37395184322052427,-0.3085531842763486,0.05618969849382965,-0.010469100639069296,-0.17078233159829445,0.7004038790150614,-0.10248231464405533,-0.04470120171391537,-0.24424052414233216,-0.16655466776333108,-0.03919707374860158,0.02840307648493288,0.2165811522993622,0.3177170392213014,0.113010435190867,-0.15462702279266236,-0.15150216403456937,-0.17760885332289453,-0.03558658118375138,0.19794100177050059,-0.00898601529573382
2,-0.45820348701260477,-0.8667638126904977,-0.5441169155948465,-0.2990969161239967,0.1333571999017906,-0.013202379490617158,0.009827024883179587,0.4676858281925387,-0.1636956481453932,-0.09428739086794176,0.13754491108699593,-0.23648294194363204,-0.016167114427375912,-0.34001985303119114,0.12797992737645106,0.006289175237608355,-0.21444779289934543,0.136671442372066,-0.16534788098509334,-0.1077683332952905,0.01801407660414051,-0.1758548616057055
3,-0.005705750789503217,-0.5071442674015982,-0.5174900577958158,-0.029448151093466577,-0.4236616535675882,0.21822538855500528,0.2008574680867892,0.22418554273364927,-0.026679873060852163,0.3646225409998773,-0.18684108440621205,-0.0076809698615725435,0.35316593337281543,0.14609448024620558,-0.14252683865415505,-0.07197089514150364,0.0935937190912075,0.07126376963776267,0.041525856589763994,0.20843611339865836,0.11597563482117118,0.031149608291785053
4,-0.45820348701260477,-0.7335713885094238,-0.4851093610313398,-0.2136334981410667,0.31234370055538346,-0.3663214265561024,0.11638990422300896,-0.05116393903050516,-0.025052380170843404,-0.22700100777046744,0.05004528995543613,0.09163328480773715,-0.0002103276794473979,0.08822037403239408,-0.16350125840398086,-0.10654767813211467,0.26990404375771626,-0.21177095988784547,-0.37208406154782864,0.05045349065696835,-0.23404994292394538,0.2207316794449959
5,-0.45820348701260477,-0.3073556311299873,-0.356941993685422,-0.05518967859835875,-0.25785212725461054,0.08065457108699847,0.5595623347810055,-0.03827308226185396,-0.08430961852754422,-0.23810866675661538,-0.14141607690204555,-0.09089780797225097,-0.2550259719188643,0.2659851421612986,0.30217674180395376,-0.17935558585516603,0.13549762154713202,-0.08958260995511517,-0.043184943357312475,0.27508839091199466,0.14495181982696337,-0.07559257385573856
6,-0.2493583779865579,-0.4405480553110612,-0.2654139726064541,-0.06926743371462737,-0.11086411852136228,-0.03640631759974537,0.14697373359686688,0.12340299900945323,0.23761165621388583,0.21980641427789174,-0.34405602837582666,0.23930231615722974,0.14944595093033883,0.25850596983674434,0.284590872081424,0.39770674316804994,-0.03733986063757696,-0.0518999993936306,0.3896608147856191,-0.1987530937261234,-0.2490169747556168,0.09021955432008079
7,-0.17974334164454228,0.45184118670213397,0.013577706104005782,-0.16159069209831778,-0.1993395219937164,0.1467157797170484,0.3700252242466053,-0.12178615909713864,-0.3637701047530171,-0.4478363999126911,-0.17206678102471132,-0.17876663910421084,-0.32992964618020204,-0.03238380466616105,0.1922460480427885,0.09647844216253539,0.2441489738473698,0.17111047612585198,0.06277362618794552,-0.08341867682373899,-0.175300731343039,0.2820553025066336
8,-0.42339596884159697,-0.4405480553110612,-0.23991335462702298,-0.21687532522274952,-0.1687339550633461,-0.06731675834033432,0.29481438444833896,-0.10439236128881156,-0.1955175336025248,-0.24863378618286938,-0.38491090113688364,-0.2510736634425731,-0.4558314183446861,-0.023995765645273972,0.22217361404401356,-0.2877640348400962,0.1381391163309496,0.044302908066840334,-0.14884463156643046,-0.2621977027383471,-0.007511384009504785,-0.028621091388083768
9,-0.005705750789503217,-0.3073556311299873,-0.19840209403508569,0.11970737403967982,-0.04116393367681455,-0.14544198395958882,0.19818947076696353,-0.060419131550143126,0.5786753518872505,-0.022272741147462874,0.13211141771852272,0.03866296515453812,-0.4703506675954302,-0.22727945966349042,0.04034400545592903,0.011019462697898866,-0.08445308456432073,-0.11527537458753433,0.04648484020074964,-0.38852187861057885,0.16183724760257068,-0.22773448350689712
10,-0.2841658961575657,-0.7735291157637461,-0.17051209761825767,0.1394010659800346,0.11582184520982113,-0.19639380209826152,0.0917787976795109,0.15382935418380322,0.6477203318285629,-0.17509660162645474,-0.10128012902175143,0.1536144278996307,-0.27524562923026735,-0.16460560509208602,0.1152474699798674,0.3580343618894886,-0.20905909297578007,0.04079308248392688,0.11722608242650248,0.16284448829857606,-0.21686340872762813,0.07987411314046461
11,-0.005705750789503217,-0.5737404794921351,-0.4083965149366448,-0.11086363909261242,-0.2805419424346572,0.04691156654893485,0.5710722849132485,0.32994840787209767,-0.06190399490401704,0.17654649339232031,0.1814778524396751,-0.013822639469844822,0.007611094729082374,-0.21897484339779616,-0.18736369288628754,-0.22840720730002503,-0.17131064246279906,-0.1133993107007921,0.017813988414708423,-0.10063595010901923,0.18973596143541757,0.1138735604412736
