,Distance,Altitude,tcasii ft ra clb tfc atc dscnt visual acr ta,acr sector radar issu ctlr separ error hold sep zbw,acr twr rwi turn apch downwind deg tcasii final hdg,aircraft traffic tower acr runway approach pilot ra downwind flight,sma smt hdg deg apch clock vfr atc tca 12,sma ra rptr tcasii pattern acft acr radar final reveal,apch il ctl ra pvd vector rwi aircraft bdl tower,ft sma acr 10000 mht 9000 4000 3000 class glider,sma acft dep ft 5000 7000 6000 deg hdg bo,clb dep visual separ twr maintain zbw mht sector sma,deg hdg tcasii airspac class mht ra glider sma ash,smt rptr twr dep tcasii depart ra ash mlt ft,smt b737 pattern dscnt alt glider mlt mht pvd clb,alt tfc pvd assign sector pattern hold atc downwind atx,twr pvd 9000 11000 10000 mlt ltt twin target contact,b737 vfr smt issu twr mht atx tfc clock rpted,sector smt ft new radar pvd twin approx york po,dep mht rwi class downwind airspac smt po depart boston,mlg mht tca lgt rptr final tfc bo boston deg,rptr tca pvd bdl 10000 clb conflict atx tfc separ
0,-0.2145508598155501,-0.6403366915826721,-0.3590904773617984,-0.0877639892160436,-0.08059591560064713,-0.002407487512179817,0.5294821350904255,0.43698565870262207,-0.1747642360808602,0.0826369204555574,0.3436044128287462,-0.04524485807110714,0.17392521166886055,-0.3898619482015032,0.01817668569100704,-0.008743389717091748,0.013278285752193995,-0.13649838563822445,-0.004684333857002423,-0.004342114309291828,-0.1622617884183976,0.015256607802814777
1,0.23794687640755147,-0.37395184322052427,-0.31344603022528755,0.05706748418909366,-0.010735967454044404,-0.17209655099250515,0.7121236199913178,-0.10253940070387721,-0.048930937735488886,-0.2458620706112062,-0.1609668591133703,-0.042630163843132736,0.03852613053510613,0.21507981102842041,0.27441095268661564,-0.16964955384236394,-0.1750295229502463,0.09838996662294013,0.11571520925821821,-0.18848886265582923,0.024960724647575313,0.1373863985731863
2,-0.45820348701260477,-0.8667638126904977,-0.5499503871878864,-0.3023038294106183,0.13527294965878914,-0.012956856408681891,0.010638631136872464,0.4734134220636404,-0.16446879535154893,-0.09154350104398773,0.14046553086392674,-0.22785494723235666,-0.0284582369480345,-0.3522073515368806,0.10424401005701486,-0.041338056608372885,-0.23345799909938675,-0.17692616407517792,0.032615268977878725,-0.10395429686431419,0.0935400952666588,-0.1119248984705983
3,-0.005705750789503217,-0.5071442674015982,-0.5161918607473553,-0.02940164868368844,-0.4228712672391316,0.21227156398312808,0.19813024661830103,0.22970922240217967,-0.026929058590285847,0.3750689042012699,-0.2100903510693471,-0.018706512209252034,0.37266967520817157,0.12261639217721808,-0.10608108392107278,0.06645045398578228,0.14207391865907187,-0.1733010517931727,-0.08388828237744937,0.020156043803324572,0.028494053854786934,-0.05320256514661562
4,-0.45820348701260477,-0.7335713885094238,-0.4586439470542612,-0.20206011659636317,0.2938672149937773,-0.34461812433105293,0.11061185298576494,-0.04530846310035112,-0.03379594094660848,-0.23791755918275923,0.05790354680340713,0.09120672067273422,0.047880558782550375,0.12117783495130192,-0.22507477367670556,0.17513967922041587,0.2828074289082261,0.0692828646426494,0.23973894268997828,-0.21657212880413138,0.010588013633384857,0.41522512444697085
5,-0.45820348701260477,-0.3073556311299873,-0.3416985834707791,-0.05280515123499226,-0.24723723797025768,0.07832064209355126,0.5342518882307081,-0.03799513395298055,-0.06952697500900934,-0.2202884417799225,-0.1473139316032348,-0.08363300091931991,-0.2516776005161429,0.28442546018288095,0.3103145252906624,0.053228791705565506,0.12430112024548763,0.08832530343546849,0.28765865951146175,0.2037887407240413,-0.09605363936012748,-0.21010494369936014
6,-0.2493583779865579,-0.4405480553110612,-0.2674108234832764,-0.06984378647008899,-0.11379576803800504,-0.03666052563681553,0.15552531770400102,0.12603683332348545,0.2194828897024773,0.2010115718654549,-0.3562136777044931,0.2195793535335183,0.14766833177867772,0.19701042928563234,0.20245879729241625,-0.3787136058789003,0.02132200037385948,0.0871257272982969,-0.39757655003583625,0.14891094160133325,0.27289541654861876,-0.3126869603919914
7,-0.17974334164454228,0.45184118670213397,0.01375889345448746,-0.16379119545923615,-0.2034672665515183,0.14826855662211466,0.3766455977651135,-0.12156319082653887,-0.371002392795294,-0.4560139578766249,-0.1694529463192747,-0.1950815590904407,-0.3362893805155458,-0.07439303511077822,0.22950304783370423,-0.0787040752577664,0.3365318985167719,-0.12448941971277526,0.03428808415169179,0.08289432958845719,0.11463057313019931,-0.11475630829101761
8,-0.42339596884159697,-0.4405480553110612,-0.23884362685373023,-0.2157852440155827,-0.16904687068778956,-0.0636661109910041,0.29569345906356,-0.1036884080113785,-0.1862266242533708,-0.23558215919885372,-0.4001817875717322,-0.24894224560237582,-0.4764988556921401,-0.03165307964275054,0.26603204515748896,0.21603327527811927,0.1911643684618336,-0.15576416452080613,0.12798660118647703,-0.12290491713510449,0.1221988161719454,-0.023574950902567473
9,-0.005705750789503217,-0.3073556311299873,-0.18503227272026285,0.11153353617247524,-0.038721200350821404,-0.12980160720359535,0.18165193793928874,-0.05608626251261772,0.5391672048210191,-0.027679041945479807,0.12343999247732562,0.054680257628604526,-0.42114063803570423,-0.18245635784326583,0.055837924045297346,0.07301607205889306,-0.11007279997961252,0.051406709635932586,-0.3255622582787805,-0.2628333416806581,0.008299590831622353,-0.4244278431730533
10,-0.2841658961575657,-0.7735291157637461,-0.17621147118970978,0.14406586573681546,0.11884779570177997,-0.1997312256489113,0.09654156261996148,0.16069756744725586,0.6605892185111479,-0.1818272041147605,-0.09157879145305062,0.17889139296215428,-0.27003678040891765,-0.21398139218876777,0.08620297992394038,-0.37309273212442695,-0.2006610542819515,0.013388683175094637,0.009432849268012798,0.10131567387947218,0.18181771119612447,0.0035310575806461637
11,-0.005705750789503217,-0.5737404794921351,-0.4055065894626304,-0.10996880614190138,-0.2778502571185773,0.04748468049659017,0.5643153465591656,0.32871839060086405,-0.046343944497010625,0.19056740463088656,0.14940389954479608,-0.016227310577983864,-0.003307726706348466,-0.18382575022888473,-0.10520196886506274,0.2693794630660058,-0.19916510629397782,0.0541635975436358,-0.1115133007767948,-0.15026566191939061,-0.17735914307117967,-0.17306728793099801
12,0.516407021775614,0.6915875502280671,0.010811044520786278,-0.02146400056057287,-0.08856391835292114,-0.09410009957486759,0.5431580261700386,-0.049955876006176625,-0.12786664419567526,-0.22694461774742927,-0.4014589469225446,-0.14321336441085802,-0.3866858003634003,-0.08534244501872332,0.01791054078759257,0.1387714061922303,0.19575735401925068,0.2928986025056217,0.24486328066117105,0.21590109068994948,0.137212407604993,0.09888418425949182
13,-0.11012830530252665,1.1577610348618257,-0.1688194494504207,0.46275182442833096,-0.3716363749008093,-0.3636762091820943,-0.16907261058922224,-0.08528893201806334,-0.29282398231442214,-0.4519218311471421,0.0835627440142088,0.17668389659824327,0.11271874817073932,-0.14576756885848985,0.06932934536612145,-0.04517937901114062,0.08570661058782274,-0.2143644917748666,0.07678613811980864,0.11732635673394198,0.04478239943189985,-0.08474440143602271
14,0.16833184006553586,-0.12088623727648384,-0.2591565004234449,-0.1430211010679079,-0.2364861270431434,-0.21245910909570742,0.27085134988472975,0.02919810858007901,-0.0012084141091181662,-0.3147347370133465,0.007724166508306458,-0.24168110610837618,-0.31982306940382654,-0.17230660532220307,0.04866974944031166,-0.3470557782931224,0.0628602081478891,-0.5247371214855181,-0.16035880981873887,0.06711606745546102,-0.03420656279035468,0.11871654520429072
15,-0.5278185233546204,-0.9599985096172495,-0.5190276461851273,-0.1675935245316604,0.011515901944043266,-0.07454162604191052,0.2565951640916553,0.4727791261486046,0.2485307461044107,0.15190972117341764,-0.16880423273008063,-0.03602516669872687,0.13591642678130278,0.010153135735011018,0.11851510125208159,-0.09892467000627839,-0.42520623847869254,-0.15809392642257422,0.10681192542168004,0.11504282971971617,0.11012248288869056,0.08867225589735683
16,-0.005705750789503217,1.2243572469523627,-0.20147234130808722,0.20181053025017642,-0.26970867322557324,-0.12112573656585747,0.16241338060722632,-0.11412572654707866,-0.27106333421127077,-0.4071502564517331,0.05808352731395291,-0.37927197301978083,0.08398671095538264,-0.24331042716125648,0.09323095089570421,-0.2532590253264914,0.4013921493715362,0.04159268163638045,-0.11899777594626923,0.029963378441471154,0.28420395549249466,-0.08737945871423254
17,-0.5278185233546204,-0.8934022975267125,-0.472774648745757,-0.2695982714274333,0.30303855936035884,0.12953766501305972,0.17636019064709077,0.43430546893779687,-0.19254186368509832,0.05829671251357658,0.26799602423106367,0.1914896832646593,-0.07165412325066295,-0.10004846842179307,-0.1657474366348667,-0.10494884182424044,0.2712827653724805,0.2281594747740911,0.11570339426127019,-0.16178765497606176,0.01615677296915811,-0.08601278471487904
18,-0.35378093249958137,0.62499133813753,-0.17003105952307682,0.21142645670323681,-0.24161658325561425,0.019218601941114324,0.195814506623799,0.13228654462522063,0.0034252106925109216,-0.14329521032861697,-0.07552535188547467,0.16208574927103486,-0.36594231809008665,0.5600369867619845,0.5075376082973816,0.0011037855675200233,0.11753900187034776,0.18305524473763912,0.0613962850180836,-0.04833207951378857,0.003190467053876171,0.026173150358629275
19,1.3517874578798015,-0.24075941903945036,-0.10245942009691728,0.3077112711468414,0.08381905352748378,-0.2787951006911717,0.2698577227282393,-0.25575940115595536,-0.024432390281379182,-0.4746040228715168,0.23482044340597913,-0.21500795869597872,0.04264585673794242,-0.297417677728994,0.00574480127649286,-0.1728439036474534,0.09668465636765064,-0.19153096540977663,0.05473922637025095,0.02769232909060634,0.4139590255974534,-0.057193843468778593
20,-0.11012830530252665,-0.25407866145755775,-0.2299080455595988,0.045353782076558734,-0.2922816283426905,-0.072809814317007,0.39803731770007167,0.3181242512626218,-0.17250755604913762,-0.42429864528273603,0.10831679474192908,-0.18351895628490042,-0.26669632717420527,-0.20828850664743553,-0.12224368116844041,-0.3966604352189133,-0.06292829800928981,0.1496247347301651,-0.0185911202943689,0.12063552817154954,-0.08608683243872212,0.06377884538434857
21,-0.4930110051836126,1.091164822771289,-0.07005377237723182,0.8028786313440398,0.16763127480727646,0.13979967467717191,0.08461182483565687,0.13465613509850702,-0.24215778514226793,0.0270998157397817,-0.33425665989159337,0.03785746985704156,-0.04409070572791933,-0.07384569132483725,-0.10576903726228908,-0.19006932647767347,-0.026404024751778176,0.028998029342440713,-0.1985780514208197,-0.03661694113913152,-0.009489763029187278,-0.08885086629986415
22,-0.04051326896051103,-0.3073556311299873,-0.26390655741511687,0.11852211716999776,-0.1876173241556383,-0.13771628540621925,0.45342670853818084,0.5672125125158799,-0.20529540444165564,0.05495690814929103,0.35298808464423903,0.2192271763413823,-0.05546031550751252,0.1434868497931399,0.09667065186244335,-0.06719331403886004,-0.2182592807863121,0.06167163391056212,0.11756178694717129,-0.05392980670480492,-0.10446209951720718,0.019490202440091697
23,-0.005705750789503217,-0.4405480553110612,-0.2746716386419908,0.15201860560718303,0.08291620784474003,-0.3801915508812635,0.5024320053153613,-0.028466785844422696,0.36584815626029116,-0.12787238324291322,0.09954440642865421,-0.3010427794825845,0.23021067821001884,-0.29069277942822896,0.18263224910047704,0.14365278532558476,0.10023543736263499,-0.003183146275384918,0.13398481824643854,-0.0031845380384931377,0.06854007094036871,0.14777611781173902
24,-0.42339596884159697,-0.6403366915826721,-0.32246606185396853,0.02652659982146296,-0.038069859100082565,-0.03418362456162578,0.3902585248868767,0.4486909039170441,0.01521862533406538,0.011819012318615539,0.035101524444604675,0.06325642693736834,-0.059549226121624436,0.1887218363321164,-0.08068451697700477,-0.04909913114208318,-0.26679383649761756,-0.26506174481122363,-0.3067907007100335,-0.14035670824679178,0.20505801880361701,0.433676543279486
25,-0.005705750789503217,1.8237231557671953,-0.21014826848240067,0.3337260564861255,-0.23689003084354296,-0.052912104948751336,0.01004768764045669,-0.12783324178108144,0.11070658170443701,-0.3308733213216606,0.07595368510949267,0.2417833327112638,0.11657583807989594,-0.27700924859029163,-0.14457517895958372,0.2432906927429245,0.14532261898595095,-0.22184978649463577,0.2358573811152137,0.07257039529819481,0.5041825478848931,-0.16521778386180594
26,-0.17974334164454228,0.758183762318604,0.03992434580442929,0.843455766201771,0.20261173164122684,0.11648306512007035,-0.14226360808003277,0.07919027760218288,0.17028333194144957,0.08434460610279516,-0.06667047672187114,0.0046935433251959445,-0.038510928283328485,-0.13548858087884952,-0.034071177981506294,0.07837385637228142,0.23035131786107568,-0.2267741238342271,0.14162523421231968,0.05674614529994409,-0.0713557347277646,0.07266290404142782
27,-0.42339596884159697,-0.41390957047484644,-0.08715837874178393,0.13470871519079505,-0.054951216967652636,-0.18018459496191078,-0.03368461977843707,-0.22730755391245988,-0.18450830847340993,-0.1543092457053536,0.369350998611472,0.4000309523049325,-0.10058172288886569,0.3108038406270192,-0.0593899067239415,0.12228444397899935,0.03908857129448138,-0.23210493408473523,-0.456545885809658,0.1368865798086965,-0.33496379338951887,0.10815774044005157
28,-0.4930110051836126,-0.840125327854283,-0.5366052668975153,-0.16410449904710459,0.22882133338063196,-0.19688677386383,0.23027345819105877,0.4952922510174359,0.1692564481098921,0.016491777634930597,0.23595532731697352,0.3117990541083154,-0.13194822791059724,-0.11004898543631164,-0.13823944217357534,-0.013172852155452077,0.17479137509305182,0.05076070060912966,0.011026266736230052,-0.0457795705332561,-0.15576335921406773,0.07371770377728736
29,-0.4930110051836126,-0.1741632069489134,-0.055221654503686164,-0.058869392909734766,-0.27552762761025473,-0.29919040584319784,0.16914989608362904,-0.013527299518349589,0.28148874735944474,-0.27656614908350374,-0.10773760872233835,-0.4179301196993709,-0.18368768390643328,-0.3029708104073245,-0.08990494627150959,0.11274446243044191,0.22393979093433283,0.21625757552704153,-0.3630298170699072,-0.03477844418515336,-0.27539824438749383,0.07193572266398914
30,-0.005705750789503217,-0.3073556311299873,-0.11638146150569378,-0.07926638002295261,-0.1631025634348808,-0.1592120641705396,0.5119825514303138,0.21377863536878786,0.0008553623071522376,-0.1605203930296799,-0.258572945095286,-0.07103660274676658,-0.4202577783292306,0.28396238554706504,0.05788173380775236,-0.19718383800023256,-0.14872766729629516,0.4191019691896513,0.06769633585301521,0.08891697210562724,0.07358843937037098,-0.08698550620509794
31,-0.38858845067058917,-0.6403366915826721,-0.32497593264847924,0.05679781729772274,0.1314892448392873,-0.011553016054478227,0.4118459619762482,-0.16242586776594606,0.16936485762981981,-0.3487878356479581,0.0021506334688476294,-0.06452709830035717,0.02942854649953661,-0.42854938637909457,0.12520236924275635,0.423967295053349,0.20805807947524896,-0.06275896075244783,0.18809699977103764,-0.2123578286992249,0.03828484715461401,0.11884145451926634
32,-0.35378093249958137,-0.5737404794921351,-0.17553714598748507,-0.37606532967339196,0.10475927643347228,-0.13160715238292842,0.4135277214230814,0.06950136808696691,0.16236848958980152,0.04313426610824668,-0.36681993201543406,-0.12634970678353266,-0.20360097959146511,-0.3411983229820599,-0.03295759547802739,0.3483996359531468,-0.275612312948772,0.06972962989884349,-0.22980470643521686,0.0476594433396335,-0.15793224246318388,0.06081989578575903
33,-0.42339596884159697,-0.3473133583843095,-0.014077826938982577,0.1903199205751478,-0.08170874320012352,-0.3002089081485765,0.18946945760526843,-0.23348777748332383,-0.14037720421402303,-0.14133460693446223,0.05588714099863318,0.16667566084832325,-0.39045863599126884,0.302824696923683,0.19030251693054992,0.5257031442997006,-0.019192459757349244,0.12585939117833628,-0.30425569307074257,-0.014187586146191073,-0.04156396715533394,-0.195777773995454
34,-0.35378093249958137,0.15881785350377137,-0.23615948320635496,0.06164905820801448,-0.24370870142367893,-0.029933215271977908,0.3319778869404559,-0.15240122937951373,-0.06983990659115138,-0.07584809803647946,-0.03595437864669323,-0.3414736097661622,-0.08105323955460939,-0.35822652333432875,-0.2637967785756819,-0.3730746948290288,0.2889774797309764,-0.14048383085051228,-0.31770333081757585,0.16009134015591517,0.009677692710983385,-0.21119633420066436
